chicken01_jpg.rf.ff0f3bd7e13c9870ea9ed15124194aa2.jpg,0,13,207,119,CoW
chicken01_jpg.rf.ff0f3bd7e13c9870ea9ed15124194aa2.jpg,208,0,415,119,chanterelle
chicken01_jpg.rf.ff0f3bd7e13c9870ea9ed15124194aa2.jpg,349,0,415,119,chanterelle
chicken01_jpg.rf.ff0f3bd7e13c9870ea9ed15124194aa2.jpg,0,138,137,415,chanterelle
chicken01_jpg.rf.ff0f3bd7e13c9870ea9ed15124194aa2.jpg,78,145,207,415,chanterelle
chicken01_jpg.rf.ff0f3bd7e13c9870ea9ed15124194aa2.jpg,208,122,349,399,chanterelle
chicken01_jpg.rf.ff0f3bd7e13c9870ea9ed15124194aa2.jpg,290,129,415,415,chanterelle
chicken05_jpg.rf.055b9f296b956728b023f920624942ff.jpg,0,6,154,231,CoW
chicken05_jpg.rf.055b9f296b956728b023f920624942ff.jpg,162,0,415,231,CoW
chicken05_jpg.rf.055b9f296b956728b023f920624942ff.jpg,0,232,161,317,CoW
chicken05_jpg.rf.055b9f296b956728b023f920624942ff.jpg,162,232,327,415,chanterelle
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,0,0,97,190,chanterelle
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,23,0,244,190,chanterelle
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,245,0,415,188,CoW
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,0,191,244,415,CoW
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,359,191,415,396,chanterelle
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,245,191,397,415,chanterelle
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,245,235,307,327,chanterelle
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,335,250,415,415,chanterelle
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,273,284,392,415,chanterelle
chanterelle_09_jpg.rf.01846b17eaf9b040407f33dcf3ba2e31.jpg,245,297,316,415,chanterelle
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,0,0,132,194,CoW
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,282,0,415,194,CoW
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,161,195,223,415,chanterelle
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,118,195,223,324,chanterelle
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,0,195,152,360,chanterelle
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,0,195,65,260,chanterelle
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,95,195,217,344,chanterelle
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,36,220,148,373,chanterelle
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,0,232,75,363,chanterelle
chicken02_jpg.rf.0cba9f57a799f29b50bdedc9e365e503.jpg,237,195,415,378,CoW
chicken09_jpg.rf.0bf21264d37847b3a2f734aae3ed1a7b.jpg,14,0,223,121,CoW
chicken09_jpg.rf.0bf21264d37847b3a2f734aae3ed1a7b.jpg,224,0,409,148,CoW
chicken09_jpg.rf.0bf21264d37847b3a2f734aae3ed1a7b.jpg,0,149,223,415,CoW
chicken09_jpg.rf.0bf21264d37847b3a2f734aae3ed1a7b.jpg,224,149,415,415,CoW
chicken05_jpg.rf.0d5dc5c5377ef9ed3bcc3ac230c58179.jpg,0,2,215,261,CoW
chicken05_jpg.rf.0d5dc5c5377ef9ed3bcc3ac230c58179.jpg,216,0,406,201,CoW
chicken05_jpg.rf.0d5dc5c5377ef9ed3bcc3ac230c58179.jpg,104,338,215,415,CoW
chicken05_jpg.rf.0d5dc5c5377ef9ed3bcc3ac230c58179.jpg,0,262,200,332,CoW
chicken05_jpg.rf.0d5dc5c5377ef9ed3bcc3ac230c58179.jpg,262,262,415,415,chanterelle
chanterelle_04_jpg.rf.0548ca184b513f8091af00615bbae336.jpg,0,13,138,228,chanterelle
chanterelle_04_jpg.rf.0548ca184b513f8091af00615bbae336.jpg,195,0,414,231,chanterelle
chanterelle_04_jpg.rf.0548ca184b513f8091af00615bbae336.jpg,0,232,114,415,CoW
chanterelle_04_jpg.rf.0548ca184b513f8091af00615bbae336.jpg,195,232,415,415,chanterelle
chanterelle_10_jpg.rf.019cfca38094f5a98fca802d9acfd96c.jpg,0,0,98,118,chanterelle
chanterelle_10_jpg.rf.019cfca38094f5a98fca802d9acfd96c.jpg,0,0,252,215,chanterelle
chanterelle_10_jpg.rf.019cfca38094f5a98fca802d9acfd96c.jpg,253,0,415,215,CoW
chanterelle_10_jpg.rf.019cfca38094f5a98fca802d9acfd96c.jpg,0,216,134,409,chanterelle
chanterelle_10_jpg.rf.019cfca38094f5a98fca802d9acfd96c.jpg,57,216,252,415,chanterelle
chanterelle_10_jpg.rf.019cfca38094f5a98fca802d9acfd96c.jpg,253,216,415,415,CoW
chicken05_jpg.rf.0a06ba671a31b92061611161259d98f8.jpg,262,11,415,86,CoW
chicken05_jpg.rf.0a06ba671a31b92061611161259d98f8.jpg,0,87,261,415,chanterelle
chicken05_jpg.rf.0a06ba671a31b92061611161259d98f8.jpg,262,87,415,415,CoW
chicken06_jpg.rf.00dea1274c4d6070448735bf60364409.jpg,0,0,161,227,CoW
chicken06_jpg.rf.00dea1274c4d6070448735bf60364409.jpg,173,55,394,227,chanterelle
chicken06_jpg.rf.00dea1274c4d6070448735bf60364409.jpg,0,228,161,415,chanterelle
chicken06_jpg.rf.00dea1274c4d6070448735bf60364409.jpg,162,228,297,415,chanterelle
chanterelle_05_jpg.rf.0319ae68b7dd024db1a7f15646ce3db6.jpg,0,0,256,169,chanterelle
chanterelle_05_jpg.rf.0319ae68b7dd024db1a7f15646ce3db6.jpg,97,0,256,169,chanterelle
chanterelle_05_jpg.rf.0319ae68b7dd024db1a7f15646ce3db6.jpg,260,0,415,132,CoW
chanterelle_05_jpg.rf.0319ae68b7dd024db1a7f15646ce3db6.jpg,0,218,256,415,CoW
chanterelle_05_jpg.rf.0319ae68b7dd024db1a7f15646ce3db6.jpg,257,205,415,415,CoW
chicken04_jpg.rf.04fd0328bf65e6f263944e477a0ffdba.jpg,0,0,154,111,CoW
chicken04_jpg.rf.04fd0328bf65e6f263944e477a0ffdba.jpg,212,0,402,207,CoW
chicken04_jpg.rf.04fd0328bf65e6f263944e477a0ffdba.jpg,51,224,194,405,CoW
chicken04_jpg.rf.04fd0328bf65e6f263944e477a0ffdba.jpg,204,224,415,415,CoW
chanterelle_jpg.rf.00222f463d109e562502cb34a45cd46b.jpg,0,0,66,157,chanterelle
chanterelle_jpg.rf.00222f463d109e562502cb34a45cd46b.jpg,145,0,339,157,chanterelle
chanterelle_jpg.rf.00222f463d109e562502cb34a45cd46b.jpg,245,0,415,157,chanterelle
chanterelle_jpg.rf.00222f463d109e562502cb34a45cd46b.jpg,0,158,144,415,chanterelle
chanterelle_jpg.rf.00222f463d109e562502cb34a45cd46b.jpg,145,158,415,415,CoW
chanterelle_jpg.rf.06fbb2a3854b05612c0d8881dcce8aeb.jpg,0,0,215,165,chanterelle
chanterelle_jpg.rf.06fbb2a3854b05612c0d8881dcce8aeb.jpg,291,119,401,165,CoW
chanterelle_jpg.rf.06fbb2a3854b05612c0d8881dcce8aeb.jpg,291,0,371,109,CoW
chanterelle_jpg.rf.06fbb2a3854b05612c0d8881dcce8aeb.jpg,15,166,290,377,CoW
chanterelle_jpg.rf.06fbb2a3854b05612c0d8881dcce8aeb.jpg,291,166,415,415,CoW
chanterelle-mushrooms-1-1_png_jpg.rf.0b05685fafb3127861d2877d0bade62d.jpg,0,0,219,173,chanterelle
chanterelle-mushrooms-1-1_png_jpg.rf.0b05685fafb3127861d2877d0bade62d.jpg,220,0,415,173,CoW
chanterelle-mushrooms-1-1_png_jpg.rf.0b05685fafb3127861d2877d0bade62d.jpg,0,221,46,415,chanterelle
chanterelle-mushrooms-1-1_png_jpg.rf.0b05685fafb3127861d2877d0bade62d.jpg,0,174,219,415,chanterelle
chanterelle-mushrooms-1-1_png_jpg.rf.0b05685fafb3127861d2877d0bade62d.jpg,220,174,357,415,chanterelle
chanterelle_09_jpg.rf.02ae16aadd101185e4c6f0282de5b57e.jpg,0,0,161,240,chanterelle
chanterelle_09_jpg.rf.02ae16aadd101185e4c6f0282de5b57e.jpg,162,92,271,240,chanterelle
chanterelle_09_jpg.rf.02ae16aadd101185e4c6f0282de5b57e.jpg,200,17,415,240,chanterelle
chanterelle_09_jpg.rf.02ae16aadd101185e4c6f0282de5b57e.jpg,0,241,128,415,chanterelle
chanterelle_09_jpg.rf.02ae16aadd101185e4c6f0282de5b57e.jpg,8,241,161,415,chanterelle
chanterelle_09_jpg.rf.02ae16aadd101185e4c6f0282de5b57e.jpg,184,241,415,351,CoW
